time,relative_surge,relative_sway,relative_heave,relative_roll,relative_pitch,relative_yaw
2.68,25.7043028201572,0.000101075351606639,0.0109604554314013,-1.54293454572307e-05,-0.00391378930330098,1.04012423419073e-05
2.7,25.703774237641,0.000101045885340767,0.0127187911263258,-1.51354742846532e-05,-0.00343399283507228,1.01931539332922e-05
2.72,25.7033093536135,0.000100888152609002,0.0148325224106425,-1.48107151231092e-05,-0.00301239871305507,9.96586757849644e-06
2.74,25.7029094413786,0.000100599433920934,0.0173030674472274,-1.44553700571248e-05,-0.00265024476157813,9.71939870299533e-06
2.76,25.7025755955217,0.000100177391143319,0.0201309980677435,-1.40698499899581e-05,-0.00234861978007711,9.45383366630225e-06
2.78,25.7023087446923,9.96200053151597e-05,0.0233159652281638,-1.36547054092037e-05,-0.00210847478839853,9.16933388186858e-06
2.8,25.7021096486606,9.89254675047846e-05,0.0268566645426485,-1.32105765931021e-05,-0.00193061979746946,8.86611737556574e-06
2.82,25.701978890053,9.8092228496327e-05,0.0307508128707163,-1.27381686620845e-05,-0.00181571555366921,8.54445652293268e-06
2.84,25.7019168744706,9.71190869787364e-05,0.0349951446286978,-1.22382679257353e-05,-0.00176427273139392,8.20468814156763e-06
2.86,25.7019238321072,9.60051371308168e-05,0.0395854498642891,-1.1711742487918e-05,-0.00177665236488572,7.84720996369362e-06
2.88,25.7019998199074,9.47498463972352e-05,0.0445165926172248,-1.11595305426815e-05,-0.00185306660644805,7.47248093523828e-06
2.9,25.702144725001,9.33530616400446e-05,0.0497825396866256,-1.05826464999076e-05,-0.00199358052088231,7.08101901907805e-06
2.92,25.7023582673643,9.18149253372746e-05,0.055376363664696,-9.98216785228149e-06,-0.00219811300921949,6.67339574509921e-06
2.94,25.7026400001692,9.01359377394328e-05,0.0612902367768484,-9.35923253736447e-06,-0.00246643547244205,6.25023774527931e-06
2.96,25.7029893098955,8.83169267495987e-05,0.0675154580757589,-8.71503611876989e-06,-0.00279817019996504,5.81222649443432e-06
